Название аптеки;Категория;Название товара;Цена (руб.);Производитель;Ссылка на товар
farmakopeika;Витамины и микроэлементы;Кальцемин табл п/пл/о №60;617;-;https://farmakopeika.ru/catalog/2468/1290563
farmakopeika;Витамины и микроэлементы;Кальций Д3 500мг+200МЕ табл жев №100 бан;506;-;https://farmakopeika.ru/catalog/2468/1338966
farmakopeika;Витамины и микроэлементы;Кальций Д3 Актимед табл п/о №60;1126;-;https://farmakopeika.ru/catalog/2468/1314461
farmakopeika;Витамины и микроэлементы;Кальций Д3 апельсин табл жев №100 Консумед;445;-;https://farmakopeika.ru/catalog/2318/1272460
farmakopeika;Витамины и микроэлементы;Кальций Д3 апельсин табл жев №50 Консумед;265;-;https://farmakopeika.ru/catalog/2318/1289589
farmakopeika;Витамины и микроэлементы;Кальций Д3 детский табл жев апельсин №18 Консумед;60;-;https://farmakopeika.ru/catalog/2318/1293693
farmakopeika;Витамины и микроэлементы;Кальций Д3 малина табл жев №100 Консумед;445;-;https://farmakopeika.ru/catalog/2440/1311346
farmakopeika;Витамины и микроэлементы;Кальций Д3 малина табл жев №50 Консумед;265;-;https://farmakopeika.ru/catalog/2455/1311644
farmakopeika;Витамины и микроэлементы;Кальций Д3 Никомед 500мг+200МЕ табл жев №120 апельсин;692;-;https://farmakopeika.ru/catalog/2468/1288486
farmakopeika;Витамины и микроэлементы;Кальций Д3 Никомед 500мг+200МЕ табл жев №120 клубника/арбуз;686;-;https://farmakopeika.ru/catalog/2468/1334092
farmakopeika;Витамины и микроэлементы;Кальций Д3 Никомед 500мг+200МЕ табл жев №120 мята;717;-;https://farmakopeika.ru/catalog/2468/1288280
farmakopeika;Витамины и микроэлементы;Кальций Д3 Никомед 500мг+200МЕ табл жев №60 апельсин;447;-;https://farmakopeika.ru/catalog/2468/1315357
farmakopeika;Витамины и микроэлементы;Кальций Д3 Никомед 500мг+200МЕ табл жев №60 клубника/арбуз;450;-;https://farmakopeika.ru/catalog/2468/1288345
farmakopeika;Витамины и микроэлементы;Кальций Д3 Никомед 500мг+200МЕ табл жев №60 клубника/арбуз;475;-;https://farmakopeika.ru/catalog/2468/1327052
farmakopeika;Витамины и микроэлементы;Кальций Д3 Никомед форте 500мг+400МЕ табл жев №120 лимон;900;-;https://farmakopeika.ru/catalog/2468/1281735
farmakopeika;Витамины и микроэлементы;Кальций Д3 Никомед форте 500мг+400МЕ табл жев №60 лимон;646;-;https://farmakopeika.ru/catalog/2468/1285871
farmakopeika;Витамины и микроэлементы;Кальций Д3 Форте табл жев Черника №120 Консумед;525;-;https://farmakopeika.ru/catalog/2455/1311345
farmakopeika;Витамины и микроэлементы;Кальцинова табл №27;495;-;https://farmakopeika.ru/catalog/2458/1271753
farmakopeika;Витамины и микроэлементы;Кальция глюконат 100мг/мл р-р в/в в/м 10мл амп №10;119;-;https://farmakopeika.ru/catalog/2455/1314385
farmakopeika;Витамины и микроэлементы;Кальция глюконат 100мг/мл р-р в/в в/м 10мл амп №10;196;-;https://farmakopeika.ru/catalog/2468/1316025
farmakopeika;Витамины и микроэлементы;Кальция глюконат 100мг/мл р-р в/в в/м 10мл амп №10;116;-;https://farmakopeika.ru/catalog/2468/1331066
farmakopeika;Витамины и микроэлементы;Кальция глюконат 100мг/мл р-р в/в в/м 10мл амп №10;113;-;https://farmakopeika.ru/catalog/2468/1331227
farmakopeika;Витамины и микроэлементы;Кальция глюконат 100мг/мл р-р в/в в/м 5мл амп №10;106;-;https://farmakopeika.ru/catalog/2468/1279716
farmakopeika;Витамины и микроэлементы;Кальция глюконат 500мг табл №10;16;-;https://farmakopeika.ru/catalog/2468/1279964
farmakopeika;Витамины и микроэлементы;Кальция глюконат 500мг табл №20;25;-;https://farmakopeika.ru/catalog/2468/1280292
farmakopeika;Витамины и микроэлементы;Кальция глюконат 500мг табл №20;22;-;https://farmakopeika.ru/catalog/2468/1283356
farmakopeika;Витамины и микроэлементы;Кальция глюконат 500мг табл №40;67;-;https://farmakopeika.ru/catalog/2468/1325292
farmakopeika;Витамины и микроэлементы;Кальция глюконат р-р в/в, в/м введ. 100 мг/мл амп. 10 мл х10;137;-;https://farmakopeika.ru/catalog/2468/1301717
farmakopeika;Витамины и микроэлементы;Кальция глюконат ЭКО 500мг табл №10 БАД;15;-;https://farmakopeika.ru/catalog/2455/1312486
farmakopeika;Витамины и микроэлементы;Кальция глюконат-Виал р-р 100мг/мл р-р в/в в/м 10мл амп N10;115;-;https://farmakopeika.ru/catalog/2468/1278208
farmakopeika;Витамины и микроэлементы;Кальция глюконат-Виал р-р 100мг/мл р-р в/в в/м 10мл амп N10;126;-;https://farmakopeika.ru/catalog/2468/1317109
farmakopeika;Витамины и микроэлементы;Кальция хлорид 100мг/мл р-р в/в 5мл амп №10;51;-;https://farmakopeika.ru/catalog/2468/1335825
farmakopeika;Витамины и микроэлементы;Капсулированная Конъюгированная Линолевая Кислота капс №60;584;-;https://farmakopeika.ru/catalog/2458/1339387
farmakopeika;Витамины и микроэлементы;КардиоМ Калий+Магний 1200мг табл п/о №50;435;-;https://farmakopeika.ru/catalog/2458/1339000
farmakopeika;Витамины и микроэлементы;КардиоОрганик Омега-3 капс №90;1000;-;https://farmakopeika.ru/catalog/2455/1339587
farmakopeika;Витамины и микроэлементы;Келтикан Комплекс капс №40;1279;-;https://farmakopeika.ru/catalog/2458/1287076
farmakopeika;Витамины и микроэлементы;Кожа Волосы Ногти табл №60;209;-;https://farmakopeika.ru/catalog/2462/1331762
farmakopeika;Витамины и микроэлементы;Кокарбоксилаза 50мг лиоф д/приг р-ра в/м амп №5;171;-;https://farmakopeika.ru/catalog/2471/1291781
farmakopeika;Витамины и микроэлементы;Кокарбоксилаза 50мг лиоф д/приг р-ра в/м амп №5 + р-ритель;135;-;https://farmakopeika.ru/catalog/2471/1272772
farmakopeika;Витамины и микроэлементы;Кокарбоксилаза-Эллара 50мг лиоф д/приг р-ра в/в в/м амп №5 + р-ль;146;-;https://farmakopeika.ru/catalog/2471/1282569
farmakopeika;Витамины и микроэлементы;Кокарнит 187,125мг лиоф д/приг р-ра в/м амп №3 + р-ль лидокаина р-р 0,5% амп 2мл №3;818;-;https://farmakopeika.ru/catalog/2471/1282388
farmakopeika;Витамины и микроэлементы;Коллаген морской пор 6,0г саше-пак №20;1800;-;https://farmakopeika.ru/catalog/2455/1338468
farmakopeika;Витамины и микроэлементы;Комплекс витаминов и минералов от А до Zn табл №60 Консумед;329;-;https://farmakopeika.ru/catalog/2318/1295798
farmakopeika;Витамины и микроэлементы;Комплекс при похмельном синдроме с SE табл шип апельсин/лимон №10 Консумед;335;-;https://farmakopeika.ru/catalog/2458/1295653
farmakopeika;Витамины и микроэлементы;Комплекс при похмельном синдроме с SE табл шип лайм №10 Консумед;335;-;https://farmakopeika.ru/catalog/2458/1295654
farmakopeika;Витамины и микроэлементы;Комплекс экстр алтея/ромашки/хвоща полевого капс №60 Консумед;349;-;https://farmakopeika.ru/catalog/2318/1292607
farmakopeika;Витамины и микроэлементы;Компливит Аква Д3 15000МЕ/мл капли д/пр внутрь 10мл фл/кап;165;-;https://farmakopeika.ru/catalog/2468/1291027
